Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Seller Comments
2012 Honda CR-V 2.4 AT,"Fakhri Hills, Pune",Jun 2012,"80,000 km",Petrol,Automatic,Third,,,,,₹ 5.25 Lakh,"Immaculate Condition, Doctor Driven, Original Paint, Non Accidental, Certified Car, Less Driven, Warranty Available, VIP Number, Test Drive Available, Service History Available, Roadside Assistance Available, Rear view Camera, Finance Available & Alloy Wheels "
2017 Honda CR-V 2.4L 2WD,"Coimbatore Power House, Coimbatore",Jun 2017,"95,000 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 16.5 Lakh,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Service History Available & Test Drive Available "
2009 Honda CR-V 2.4 AT,"East Kolkata Twp, Kolkata",Jun 2009,"16,000 km",Petrol,Automatic,First,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 6.99 Lakh,"Single Owner, Parsi Owned, Original Paint, Non Accidental & Less Driven "
2014 Honda CR-V 2.0L 2WD AT,"Juhu, Mumbai",Jun 2014,"74,500 km",Petrol,Automatic,Second,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 7.95 Lakh,"Immaculate Condition, Certified Car, Non Accidental, Original Paint & Alloy Wheels "
2017 Honda CR-V 2.4 AT,"Amar Colony, Delhi",Jun 2017,"1,00,000 km",Petrol,Automatic,Second,,,,,₹ 12.5 Lakh,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Alloy Wheels, Rear view Camera, Roadside Assistance Available, Service History Available & Finance Available "
2019 Honda CR-V 1.6 AWD Diesel AT,"Peelamedu East, Coimbatore",Jun 2019,"55,034 km",Diesel,Automatic,First,18.3 kmpl,"1597 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",118 bhp @ 4000 rpm,7 Person,₹ 23.9 Lakh,well maintained car very low kms driven Vehicle. 
2015 Honda CR-V 2.4 AT,"Malviya Nagar, Jaipur",Jun 2015,"48,000 km",Petrol,Automatic,First,,,,,₹ 12.65 Lakh,"Good Condition, Original Paint, Non Accidental, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Service History Available & Test Drive Available "
2014 Honda CR-V 2.4 AT,"Borivali (W), Mumbai",Jun 2014,"80,000 km",Petrol,Automatic,Second,,,,,₹ 7.25 Lakh,"*_#2014 Honda CR-V 2.4 Automatic Transmission_* Second Owner Mumbai Registered Full Comprehensive Insurance White Colour 80,000kms Driven with Company Service Records Very Neat n Clean Car 7,51,000/- Negotiable Price Finance Available. "
2014 Honda CR-V 2.4L 4WD AVN,"Gokula Extension, Bangalore",Jul 2014,"70,000 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 12.25 Lakh, 
2014 Honda CR-V 2.4L 4WD AVN,"Lajpat Nagar, Delhi",Oct 2014,"61,000 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 9.5 Lakh, 
2015 Honda CR-V 2.4 AT,"Chembur, Mumbai",Jun 2015,"74,016 km",Petrol,Automatic,First,,,,,₹ 11.75 Lakh,"Certified Car, Non Accidental & Single Owner "
2018 Honda CR-V 2.0L 2WD AT,"Kopri Gaon, Navi Mumbai",Jun 2018,"56,000 km",Petrol,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 19.9 Lakh,like good condition car 
2013 Honda CR-V 2.4L 4WD AVN,"Makarba, Ahmedabad",Jun 2013,"72,499 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 9.5 Lakh,"Very Good Condition, Non Accidental, Single Owner, Finance Available & Test Drive Available "
2015 Honda CR-V 2.4L 4WD AVN,"Ghatkopar (E), Mumbai",Oct 2015,"74,016 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 11.75 Lakh,"Clean And Neat Interior,Excellent overall condition, Scratch-less car, In original paint, Body frame and panels are original, Windshield has no cracks, Excellent mechanical condition, Excellent pick up, Smooth operation and gear shifting, No abnormal noise, Clean engine compartment, No leakages, All tires are matching including spare,100 % Clean Papers, Non Flooded. Finance available. Test Drive available "
2012 Honda CR-V 2.4 AT,"Outer Ring Road, Bangalore",May 2012,"81,000 km",Petrol,Automatic,Second,,,,,₹ 9.25 Lakh, 
2019 Honda CR-V 2.0L 2WD AT,"Medavakkam, Chennai",Jun 2019,"67,000 km",Petrol,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 23 Lakh,Immaculate condition 
2015 Honda CR-V 2.4L 4WD AVN,"Shyam Nagar, Jaipur",Jun 2015,"48,350 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 12.9 Lakh, 
2018 Honda CR-V 2.0L 2WD AT,"Malad(W), Mumbai",Dec 2018,"53,000 km",Petrol,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 20.9 Lakh,"Immaculate Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available & Warranty Available "
2013 Honda CR-V 2.4L 4WD AVN,"Lajpat Nagar, Delhi",Jul 2013,"56,000 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 8.85 Lakh, 
2007 Honda CR-V 2.0 AT,"Juhu, Mumbai",Jun 2007,"75,000 km",Petrol,Automatic,Fourth,,,,,₹ 2.85 Lakh,"Very Good Condition, Original Paint & Alloy Wheels "
2016 Honda CR-V 2.4L 4WD AVN,"Govindpuri, Delhi",Jun 2016,"51,000 km",Petrol,Automatic,Second,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 14.95 Lakh,HONDA CRV 2.4 4WD Push button 2016 model AUTOMATIC SUNROOF PETROL Urban titanium colour Delhi number Second owner Full insurance till March 2024 Recently serviced ALL ORIGINAL PAINT Done 51k Kms With complete service history. Team UNITED CARS 
2014 Honda CR-V 2.4L 4WD AVN,"Ahmedabad Space, Ahmedabad",Jun 2014,"1,16,000 km",Petrol,Automatic,Second,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 8.25 Lakh,"Test Drive Available, Non Accidental & Finance Available "
2013 Honda CR-V 2.0 2WD,"Airport Rd, Ahmedabad",Jun 2013,"96,000 km",Petrol,Manual,Second,,,,,₹ 5.55 Lakh,cr-v 
2013 Honda CR-V 2.0 2WD,"Airport Rd, Ahmedabad",Jun 2013,"96,000 km",Petrol,Manual,Second,,,,,₹ 5.55 Lakh,cr-v 
2015 Honda CR-V 2.4L 4WD AVN,"Azad Society, Ahmedabad",Jun 2015,"45,000 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 13.75 Lakh,company Condition 
2014 Honda CR-V 2.4L 4WD AVN,"Gujarat Vidhyapith, Ahmedabad",Jun 2014,"85,000 km",Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 12.5 Lakh,"Single Owner, Original Paint, Non Accidental & Less Driven "
2020 Honda CR-V 2.0L 2WD AT,"Kolkata G.P.O, Kolkata",Jun 2020,"28,000 km",Petrol,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 21.5 Lakh,"Immaculate Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Test Drive Available, Service History Available, Roadside Assistance Available, VIP Number & Warranty Available. www.carchoice.co.in "
2017 Honda CR-V 2.4L 4WD AVN,Mumbai,May 2017,"69,000 km",Petrol + Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 12.5 Lakh, 
2013 Honda CR-V 2.0L 2WD AT,"Nagercoil H.O, Nagercoil",Mar 2013,"1,65,000 km",Petrol,Automatic,Third,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 8 Lakh,Car is in very good condition and leather seats with electric controls. This is 6 airbags modal. Neat and clean interior. No modifications added. 
2019 Honda CR-V 2WD Petrol CVT [2018-2020],Hosur,Mar 2019,"13,200 km",Petrol,Automatic (CVT),First,14.4 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",152 bhp @ 6500 rpm,5 Person,₹ 24 Lakh, 
2009 Honda CR-V 2.4 AT,"Dodhpur, Aligarh",Oct 2009,"1,12,000 km",Petrol + Petrol,Automatic,Third,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.5 Lakh, 
2020 Honda CR-V 2WD Petrol CVT [2018-2020],"Satellite, Ahmedabad",Mar 2020,"40,000 km",Petrol,Automatic (CVT),Second,14.4 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",152 bhp @ 6500 rpm,5 Person,₹ 23 Lakh, 
2009 Honda CR-V 2.4 AT,Greater Noida,Oct 2009,"1,35,739 km",Petrol + Petrol,Automatic - 5 Gears,Second,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 5 Lakh, 
2005 Honda CR-V 2.4 MT,"Upleta, Rajkot",Sep 2005,"80,000 km",Petrol + Petrol,Manual,4 or More,8.7 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 4.8 Lakh, 
2017 Honda CR-V 2.4L 4WD AVN,"Reliance Corporate Park, Navi Mumbai",May 2017,"69,000 km",Petrol + Petrol,Automatic,First,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 12.5 Lakh, 
2013 Honda CR-V 2.0L 2WD AT,"Ganjbazar, Visnagar",Aug 2013,"1,10,000 km",Petrol + CNG,Automatic,Third,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 7.5 Lakh, 
2008 Honda CR-V 2.4 MT,"Heet Nagar, Rudraprayag",Oct 2008,"1,40,000 km",Petrol + Petrol,Manual,Third,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.5 Lakh, 
2014 Honda CR-V 2.0L 2WD MT,"Industrial Area Phase 2, Panchkula",Oct 2014,"1,02,652 km",Petrol + Petrol,Manual,Second,13.699999809265137 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 8.75 Lakh, 
2019 Honda CR-V 2WD Diesel AT,"Nimri, Delhi",Sep 2019,"43,000 km",Diesel,Automatic,Second,19.5 kmpl,"1597 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",118 bhp @ 4000 rpm,7 Person,₹ 20 Lakh, 
2004 Honda CR-V 2.0 AT,"Kelambakkam, Chennai",Jun 2004,"1,00,000 km",Petrol + Petrol,Automatic,First,,,,,₹ 2.5 Lakh, 
2008 Honda CR-V 2.4 AT,"Attavar, Mangalore",Aug 2008,"1,10,000 km",Petrol,Automatic,Second,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 6 Lakh,top model with sunroof Negotiable 
2006 Honda CR-V 2.4 MT,"Bangalore G.P.O, Bangalore",Aug 2006,"79,000 km",Petrol + Petrol,Manual,Third,8.7 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 6 Lakh, 
2013 Honda CR-V 2.0L 2WD AT,Delhi,Aug 2013,"1,30,000 km",Petrol + Petrol,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 7 Lakh, 
2015 Honda CR-V 2.4L 4WD AVN,Faridabad,Dec 2015,"93,000 km",Petrol + Petrol,Automatic,Second,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 10.4 Lakh, 
2007 Honda CR-V 2.4 AT,"Asif Nagar, Hyderabad",Sep 2007,"60,000 km",Petrol + Petrol,Automatic,First,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.5 Lakh, 
2004 Honda CR-V 2.4 AT,Bangalore,Dec 2004,"1,85,000 km",Petrol + Petrol,Automatic,4 or More,8.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 2 Lakh, 
2019 Honda CR-V 2WD Diesel AT,"Shastri Nagar, Hisar",May 2019,"65,000 km",Diesel,Automatic,First,19.5 kmpl,"1597 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",118 bhp @ 4000 rpm,7 Person,₹ 25 Lakh, 
2008 Honda CR-V 2.4 MT,Jaipur,Dec 2008,"1,25,000 km",Petrol + LPG,Manual,Second,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 5 Lakh, 
2017 Honda CR-V 2.4L 2WD,Amreli,Aug 2017,"80,000 km",Petrol,Automatic,Second,12 kmpl,"2354 cc, 4 Cylinders Inline, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 7.5 Lakh, 
2019 Honda CR-V 2WD Diesel AT,"Shastri Nagar, Hisar",May 2019,"65,000 km",Diesel,Automatic,First,19.5 kmpl,"1597 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",118 bhp @ 4000 rpm,7 Person,₹ 25 Lakh, 
2007 Honda CR-V 2.4 MT,"Sikandra Rao, Hathras",Apr 2007,"90,000 km",Petrol,Manual,Second,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 5 Lakh, 
2015 Honda CR-V 2.0L 2WD AT,Madurai,Jan 2015,"79,000 km",Petrol + CNG,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 13 Lakh, 
2004 Honda CR-V 2.4 AT,Faizabad,Sep 2004,"2,24,132 km",Petrol + LPG,Automatic,4 or More,8.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 4 Lakh, 
2008 Honda CR-V 2.4 AT,"Ambadi Road, Mumbai",Sep 2008,"84,000 km",Petrol + CNG,Automatic,Third,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.5 Lakh, 
2005 Honda CR-V 2.4 AT,Chandigarh,Aug 2005,"1,25,000 km",Petrol,Automatic,Third,8.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 4 Lakh, 
2016 Honda CR-V 2.4L 4WD AVN,"Southern Avenue, Kolkata",May 2016,"48,000 km",Petrol,Automatic,Second,12 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",187 bhp @ 7000 rpm,5 Person,₹ 10.25 Lakh, 
2007 Honda CR-V 2.4 AT,Mumbai,Oct 2007,"1,19,000 km",Petrol + CNG,Automatic,4 or More,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 4 Lakh, 
2005 Honda CR-V 2.4 AT,"Sector 55, Chandigarh",Aug 2005,"1,37,000 km",Petrol,Automatic,Second,8.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 2.2 Lakh, 
2008 Honda CR-V 2.4 MT,"Aliganj, Lucknow",Oct 2008,"40,000 km",Petrol,Manual,First,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 7.5 Lakh, 
2018 Honda CR-V 2.0L 2WD AT,Baddi,Mar 2018,"1,15,500 km",Petrol,Automatic,First,13.7 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 17.38 Lakh, 
2009 Honda CR-V 2.4 MT,"Yousufguda, Hyderabad",Jan 2009,"1,10,000 km",Petrol,Manual,First,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 9 Lakh, 
2007 Honda CR-V 2.4 AT,"Zirakpur, Zirakpur",Nov 2007,"1,19,650 km",Petrol + Petrol,Automatic,4 or More,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.5 Lakh, 
2015 Honda CR-V 2.0L 2WD MT,"Gomti Nagar, Lucknow",Oct 2015,"85,000 km",Petrol,Manual,Second,13.699999809265137 kmpl,"1997 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",154 bhp @ 6500 rpm,5 Person,₹ 9 Lakh, 
2007 Honda CR-V 2.4 MT,"Dasarahalli Main Road, Bangalore",Sep 2007,"2,40,000 km",Petrol,Manual,Second,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 8 Lakh, 
2008 Honda CR-V 2.4 AT,"Nasik Panchavati, Nashik",Feb 2008,"1,00,098 km",Petrol,Automatic,Third,11.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.8 Lakh, 
2007 Honda CR-V 2.4 MT,Mahbubnagar,Mar 2007,"75,800 km",Petrol,Manual,Second,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 8 Lakh, 
2007 Honda CR-V 2.4 MT,"Nagpada, Mumbai",Mar 2007,"80,000 km",Petrol,Manual,Third,8.7 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 3.99 Lakh, 
2019 Honda CR-V 1.6 AWD Diesel AT,Chennai,Jan 2019,"74,000 km",Diesel,Automatic,First,18.3 kmpl,"1597 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",118 bhp @ 4000 rpm,7 Person,₹ 29 Lakh, 
2008 Honda CR-V 2.4 MT,Not Available,Apr 2008,"1,50,000 km",Petrol + LPG,Manual - 6 Gears,Third,10.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",161 bhp @ 5800 rpm,5 Person,₹ 3.5 Lakh, 
2006 Honda CR-V 2.4 AT,"Palm Beach Road, Navi Mumbai",Dec 2006,"88,000 km",Petrol,Automatic,First,8.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 4.25 Lakh, 
2006 Honda CR-V 2.4 AT,"Rajajinagar, Bangalore",Apr 2006,"1,25,000 km",Petrol,Automatic,Third,8.1 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",152@6000,5 Person,₹ 5 Lakh, 
2022 Honda eHEV ZX,"Ahinsa Khand 2, Ghaziabad",Sep 2022,"24,000 km",Hybrid,Automatic (e-CVT),First,26.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",97 bhp @ 5600 rpm,5 Person,₹ 19 Lakh, 
2022 Honda eHEV ZX,"Jamia Nagar, Delhi",Oct 2022,"23,000 km",Hybrid,Automatic (e-CVT),First,26.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",97 bhp @ 5600 rpm,5 Person,₹ 19.05 Lakh, 
2022 Honda eHEV ZX,"Swaroop Nagar, Kanpur",Oct 2022,"10,000 km",Hybrid,Automatic (e-CVT),First,26.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",97 bhp @ 5600 rpm,5 Person,₹ 20 Lakh, 
2022 Honda eHEV ZX,"Adambakkam, Chennai",May 2022,"20,000 km",Hybrid,Automatic (e-CVT),First,26.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",97 bhp @ 5600 rpm,5 Person,₹ 22 Lakh, 
2023 Honda eHEV ZX,"G.P.O, Noida",Mar 2023,"10,000 km",Hybrid,Automatic (e-CVT),First,26.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",97 bhp @ 5600 rpm,5 Person,₹ 21 Lakh, 
2023 Honda eHEV ZX,"Tandur, Vikarabad",Oct 2023,"25,000 km",Hybrid + CNG,Automatic (e-CVT),First,26.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",97 bhp @ 5600 rpm,5 Person,₹ 12 Lakh, 
2017 Honda Jazz V AT Petrol,"Prahlad Nagar, Ahmedabad",Mar 2017,"32,000 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.5 Lakh, 
2017 Honda Jazz V AT Petrol,"Andheri (E), Mumbai",Jul 2017,"21,000 km",Petrol,Automatic,Second,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.25 Lakh,1) Car is excellent condition 2) 100% Non accidental Car 3) Genuine KMS Running 4) All cars are certified 5) Full Service Record Available 6) 6 month Engine & Gear Box Warranty 
2016 Honda Jazz V AT Petrol,"Ramesh Nagar H O, Delhi",Jul 2016,"46,175 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 5.11 Lakh,"Single Owner, Excellent Condition, Roadside Assistance Available & Warranty Available "
2016 Honda Jazz V AT Petrol,"Kharadi, Pune",Feb 2016,"88,590 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 5.3 Lakh," Cold Dents on the bonnethood, Scratches on the rear bumper, Cold Dents on the right quarter panel, "
2017 Honda Jazz V Petrol,"Mahim, Mumbai",Jun 2017,"30,400 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.35 Lakh,"Good Condition, Less Driven, Finance Available & Test Drive Available "
2018 Honda Jazz S MT [2015-2016],"Armament Colony, Pune",Jun 2018,"8,752 km",Petrol,Manual,First,18.7 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 7.4 Lakh,In good condition 
2022 Honda Jazz V,"Begumpet, Hyderabad",Jun 2022,"9,951 km",Petrol,Manual,First,,,,,₹ 8.45 Lakh,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels & Finance Available "
2016 Honda Jazz VX Petrol,"Wanowrie, Pune",Apr 2016,"43,972 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 5.15 Lakh,"Vehicle is single handed, sparingly used & in mint condition. It is a Car Trade Certified Car with Warranty. "
2018 Honda Jazz V Petrol,"Mulund (W), Mumbai",Jan 2018,"48,667 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 5.21 Lakh,"Immaculate Condition, Single Owner, Original Paint, Non Accidental, Less Driven, Certified Car, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2018 Honda Jazz VX CVT Petrol,"Mulund (W), Mumbai",Nov 2018,"27,346 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 7.95 Lakh,"Immaculate Condition, Certified Car, Non Accidental, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2017 Honda Jazz V AT Petrol,"Antop Hill, Mumbai",Jan 2017,"26,460 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 6.25 Lakh,"2017 honda jazz v CVT done only 31000 kms single owner comprehensive insurance immaculate condition with complete service history price 625 Minor Cracks on the left tail light, "
2015 Honda Jazz VX Petrol,"Mulund (W), Mumbai",Nov 2015,"26,471 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 4.95 Lakh,"Immaculate Condition, Non Accidental, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2017 Honda Jazz V AT Petrol,"Mulund (W), Mumbai",Feb 2017,"34,361 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 6.6 Lakh,"Immaculate Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available, VIP Number & Warranty Available "
2016 Honda Jazz V Petrol,"Azad Nagar, Mumbai",Jul 2016,"58,800 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 5.5 Lakh, 
2016 Honda Jazz V AT Petrol,"Mulund (W), Mumbai",Jul 2016,"67,562 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 5.75 Lakh, 
